date,nav,cash_weight,turnover,w_600118,w_600879
2018-04-24,1.0,1.0,0.0,0.0,0.0
2018-04-25,1.0,1.0,0.0,0.0,0.0
2018-04-26,1.0,1.0,0.0,0.0,0.0
2018-04-27,1.0,1.0,0.0,0.0,0.0
2018-05-02,1.0,1.0,0.0,0.0,0.0
2018-05-03,1.0,1.0,0.0,0.0,0.0
2018-05-04,1.0,1.0,0.0,0.0,0.0
2018-05-07,1.0,1.0,0.0,0.0,0.0
2018-05-08,1.0,1.0,0.0,0.0,0.0
2018-05-09,1.0,1.0,0.0,0.0,0.0
2018-05-10,1.0,1.0,0.0,0.0,0.0
2018-05-11,1.0,1.0,0.0,0.0,0.0
2018-05-14,1.0,1.0,0.0,0.0,0.0
2018-05-15,1.0,1.0,0.0,0.0,0.0
2018-05-16,1.0,1.0,0.0,0.0,0.0
2018-05-17,1.0,1.0,0.0,0.0,0.0
2018-05-18,1.0,1.0,0.0,0.0,0.0
2018-05-21,1.0,1.0,0.0,0.0,0.0
2018-05-22,1.0,1.0,0.0,0.0,0.0
2018-05-23,1.0,1.0,0.0,0.0,0.0
2018-05-24,1.0,1.0,0.0,0.0,0.0
2018-05-25,1.0,1.0,0.0,0.0,0.0
2018-05-28,1.0,1.0,0.0,0.0,0.0
2018-05-29,1.0,1.0,0.0,0.0,0.0
2018-05-30,1.0,1.0,0.0,0.0,0.0
2018-05-31,1.0,1.0,0.0,0.0,0.0
2018-06-01,1.0,1.0,0.0,0.0,0.0
2018-06-04,1.0,1.0,0.0,0.0,0.0
2018-06-05,1.0,1.0,0.0,0.0,0.0
2018-06-06,1.0,1.0,0.0,0.0,0.0
2018-06-07,1.0,1.0,0.0,0.0,0.0
2018-06-08,1.0,1.0,0.0,0.0,0.0
2018-06-11,1.0,1.0,0.0,0.0,0.0
2018-06-12,1.0,1.0,0.0,0.0,0.0
2018-06-13,1.0,1.0,0.0,0.0,0.0
2018-06-14,1.0,1.0,0.0,0.0,0.0
2018-06-15,1.0,1.0,0.0,0.0,0.0
2018-06-19,1.0,1.0,0.0,0.0,0.0
2018-06-20,1.0,1.0,0.0,0.0,0.0
2018-06-21,1.0,1.0,0.0,0.0,0.0
2018-06-22,1.0,1.0,0.0,0.0,0.0
2018-06-25,1.0,1.0,0.0,0.0,0.0
2018-06-26,1.0,1.0,0.0,0.0,0.0
2018-06-27,1.0,1.0,0.0,0.0,0.0
2018-06-28,1.0,1.0,0.0,0.0,0.0
2018-06-29,1.0,1.0,0.0,0.0,0.0
2018-07-02,1.0,1.0,0.0,0.0,0.0
2018-07-03,1.0,1.0,0.0,0.0,0.0
2018-07-04,1.0,1.0,0.0,0.0,0.0
2018-07-05,1.0,1.0,0.0,0.0,0.0
2018-07-06,1.0,1.0,0.0,0.0,0.0
2018-07-09,1.0,1.0,0.0,0.0,0.0
2018-07-10,1.0,1.0,0.0,0.0,0.0
2018-07-11,1.0,1.0,0.0,0.0,0.0
2018-07-12,1.0,1.0,0.0,0.0,0.0
2018-07-13,1.0,1.0,0.0,0.0,0.0
2018-07-16,1.0,1.0,0.0,0.0,0.0
2018-07-17,1.0,1.0,0.0,0.0,0.0
2018-07-18,1.0,1.0,0.0,0.0,0.0
2018-07-19,1.0,1.0,0.0,0.0,0.0
2018-07-20,1.0,1.0,0.0,0.0,0.0
2018-07-23,1.0,1.0,0.0,0.0,0.0
2018-07-24,1.0,1.0,0.0,0.0,0.0
2018-07-25,1.0,1.0,0.0,0.0,0.0
2018-07-26,1.0,1.0,0.0,0.0,0.0
2018-07-27,1.0,1.0,0.0,0.0,0.0
2018-07-30,1.0,1.0,0.0,0.0,0.0
2018-07-31,1.0,1.0,0.0,0.0,0.0
2018-08-01,1.0,1.0,0.0,0.0,0.0
2018-08-02,1.0,1.0,0.0,0.0,0.0
2018-08-03,1.0,1.0,0.0,0.0,0.0
2018-08-06,1.0,1.0,0.0,0.0,0.0
2018-08-07,1.0,1.0,0.0,0.0,0.0
2018-08-08,1.0,1.0,0.0,0.0,0.0
2018-08-09,1.0,1.0,0.0,0.0,0.0
2018-08-10,1.0,1.0,0.0,0.0,0.0
2018-08-13,1.0,1.0,0.0,0.0,0.0
2018-08-14,1.0,1.0,0.0,0.0,0.0
2018-08-15,1.0,1.0,0.0,0.0,0.0
2018-08-16,1.0,1.0,0.0,0.0,0.0
2018-08-17,1.0,1.0,0.0,0.0,0.0
2018-08-20,1.0,1.0,0.0,0.0,0.0
2018-08-21,1.0,1.0,0.0,0.0,0.0
2018-08-22,1.0,1.0,0.0,0.0,0.0
2018-08-23,1.0,1.0,0.0,0.0,0.0
2018-08-24,1.0,1.0,0.0,0.0,0.0
2018-08-27,1.0,1.0,0.0,0.0,0.0
2018-08-28,1.0,1.0,0.0,0.0,0.0
2018-08-29,1.0,1.0,0.0,0.0,0.0
2018-08-30,1.0,1.0,0.0,0.0,0.0
2018-08-31,1.0,1.0,0.0,0.0,0.0
2018-09-03,1.0,1.0,0.0,0.0,0.0
2018-09-04,1.0,1.0,0.0,0.0,0.0
2018-09-05,1.0,1.0,0.0,0.0,0.0
2018-09-06,1.0,1.0,0.0,0.0,0.0
2018-09-07,1.0,1.0,0.0,0.0,0.0
2018-09-10,1.0,1.0,0.0,0.0,0.0
2018-09-11,1.0,1.0,0.0,0.0,0.0
2018-09-12,1.0,1.0,0.0,0.0,0.0
2018-09-13,1.0,1.0,0.0,0.0,0.0
2018-09-14,1.0,1.0,0.0,0.0,0.0
2018-09-17,1.0,1.0,0.0,0.0,0.0
2018-09-18,1.0,1.0,0.0,0.0,0.0
2018-09-19,1.0,1.0,0.0,0.0,0.0
2018-09-20,1.0,1.0,0.0,0.0,0.0
2018-09-21,1.0,1.0,0.0,0.0,0.0
2018-09-25,1.0,1.0,0.0,0.0,0.0
2018-09-26,1.0,1.0,0.0,0.0,0.0
2018-09-27,1.0,1.0,0.0,0.0,0.0
2018-09-28,1.0,1.0,0.0,0.0,0.0
2018-10-08,1.0,1.0,0.0,0.0,0.0
2018-10-09,1.0,1.0,0.0,0.0,0.0
2018-10-10,1.0,1.0,0.0,0.0,0.0
2018-10-11,1.0,1.0,0.0,0.0,0.0
2018-10-12,1.0,1.0,0.0,0.0,0.0
2018-10-15,1.0,1.0,0.0,0.0,0.0
2018-10-16,1.0,1.0,0.0,0.0,0.0
2018-10-17,1.0,1.0,0.0,0.0,0.0
2018-10-18,1.0,1.0,0.0,0.0,0.0
2018-10-19,1.0,1.0,0.0,0.0,0.0
2018-10-22,1.0,1.0,0.0,0.0,0.0
2018-10-23,1.0,1.0,0.0,0.0,0.0
2018-10-24,1.0,1.0,0.0,0.0,0.0
2018-10-25,1.0,1.0,0.0,0.0,0.0
2018-10-26,1.0,1.0,0.0,0.0,0.0
2018-10-29,1.0,1.0,0.0,0.0,0.0
2018-10-30,1.0,1.0,0.0,0.0,0.0
2018-10-31,1.0,1.0,0.0,0.0,0.0
2018-11-01,1.0,1.0,0.0,0.0,0.0
2018-11-02,1.0,1.0,0.0,0.0,0.0
2018-11-05,1.0,1.0,0.0,0.0,0.0
2018-11-06,1.0,1.0,0.0,0.0,0.0
2018-11-07,1.0,1.0,0.0,0.0,0.0
2018-11-08,1.0,1.0,0.0,0.0,0.0
2018-11-09,1.0,1.0,0.0,0.0,0.0
2018-11-12,1.0,1.0,0.0,0.0,0.0
2018-11-13,1.0,1.0,0.0,0.0,0.0
2018-11-14,1.0,1.0,0.0,0.0,0.0
2018-11-15,1.0,1.0,0.0,0.0,0.0
2018-11-16,1.0,1.0,0.0,0.0,0.0
2018-11-19,1.0,1.0,0.0,0.0,0.0
2018-11-20,1.0,1.0,0.0,0.0,0.0
2018-11-21,1.0,1.0,0.0,0.0,0.0
2018-11-22,1.0,1.0,0.0,0.0,0.0
2018-11-23,1.0,1.0,0.0,0.0,0.0
2018-11-26,1.0,1.0,0.0,0.0,0.0
2018-11-27,1.0,1.0,0.0,0.0,0.0
2018-11-28,1.0,1.0,0.0,0.0,0.0
2018-11-29,1.0,1.0,0.0,0.0,0.0
2018-11-30,1.0,1.0,0.0,0.0,0.0
2018-12-03,1.0,1.0,0.0,0.0,0.0
2018-12-04,1.0,1.0,0.0,0.0,0.0
2018-12-05,1.0,1.0,0.0,0.0,0.0
2018-12-06,1.0,1.0,0.0,0.0,0.0
2018-12-07,1.0,1.0,0.0,0.0,0.0
2018-12-10,1.0,1.0,0.0,0.0,0.0
2018-12-11,1.0,1.0,0.0,0.0,0.0
2018-12-12,1.0,1.0,0.0,0.0,0.0
2018-12-13,1.0,1.0,0.0,0.0,0.0
2018-12-14,1.0,1.0,0.0,0.0,0.0
2018-12-17,1.0,1.0,0.0,0.0,0.0
2018-12-18,1.0,1.0,0.0,0.0,0.0
2018-12-19,1.0,1.0,0.0,0.0,0.0
2018-12-20,1.0,1.0,0.0,0.0,0.0
2018-12-21,1.0,1.0,0.0,0.0,0.0
2018-12-24,1.0,1.0,0.0,0.0,0.0
2018-12-25,1.0,1.0,0.0,0.0,0.0
2018-12-26,1.0,1.0,0.0,0.0,0.0
2018-12-27,1.0,1.0,0.0,0.0,0.0
2018-12-28,1.0,1.0,0.0,0.0,0.0
2019-01-02,1.0,1.0,0.0,0.0,0.0
2019-01-03,1.0,1.0,0.0,0.0,0.0
2019-01-04,1.0,1.0,0.0,0.0,0.0
2019-01-07,1.0,1.0,0.0,0.0,0.0
2019-01-08,1.0,1.0,0.0,0.0,0.0
2019-01-09,1.0,1.0,0.0,0.0,0.0
2019-01-10,1.0,1.0,0.0,0.0,0.0
2019-01-11,1.0,1.0,0.0,0.0,0.0
2019-01-14,1.0,1.0,0.0,0.0,0.0
2019-01-15,1.0,1.0,0.0,0.0,0.0
2019-01-16,1.0,1.0,0.0,0.0,0.0
2019-01-17,1.0,1.0,0.0,0.0,0.0
2019-01-18,1.0,1.0,0.0,0.0,0.0
2019-01-21,1.0,1.0,0.0,0.0,0.0
2019-01-22,1.0,1.0,0.0,0.0,0.0
2019-01-23,1.0,1.0,0.0,0.0,0.0
2019-01-24,1.0,1.0,0.0,0.0,0.0
2019-01-25,1.0,1.0,0.0,0.0,0.0
2019-01-28,1.0,1.0,0.0,0.0,0.0
2019-01-29,1.0,1.0,0.0,0.0,0.0
2019-01-30,1.0,1.0,0.0,0.0,0.0
2019-01-31,0.99975,0.75,0.25,0.0,0.25
2019-02-01,1.00566837431694,0.7455862381167949,0.0,0.0,0.2544137618832051
2019-02-11,1.010220969945355,0.7422262280306444,0.0,0.0,0.2577737719693556
2019-02-12,1.0106762295081966,0.7418918918918919,0.0,0.0,0.25810810810810814
2019-02-13,1.0156840846994535,0.7382339757956073,0.0,0.0,0.2617660242043926
2019-02-14,1.015228825136612,0.7385650224215248,0.0,0.0,0.2614349775784753
2019-02-15,1.0129525273224043,0.7402247191011236,0.0,0.0,0.25977528089887636
2019-02-18,1.0225129781420765,0.7333036509349956,0.0,0.0,0.2666963490650044
2019-02-19,1.028886612021858,0.7287610619469027,0.0,0.0,0.2712389380530973
2019-02-20,1.0252445355191258,0.7313499111900534,0.0,0.0,0.2686500888099466
2019-02-21,1.0243340163934427,0.7320000000000001,0.0,0.0,0.2679999999999999
2019-02-22,1.0275208333333334,0.7297297297297298,0.0,0.0,0.2702702702702701
2019-02-25,1.0429996584699455,0.7189000436490617,0.0,0.0,0.2810999563509383
2019-02-26,1.0389023224043716,0.7217353198948293,0.0,0.0,0.27826468010517075
2019-02-27,1.0420891393442624,0.7195281782437747,0.0,0.0,0.2804718217562253
2019-02-28,1.0411786202185793,0.720157411456056,0.0,0.0,0.27984258854394395
2019-03-01,1.042544398907104,0.7192139737991268,0.0,0.0,0.2807860262008733
2019-03-04,1.0457312158469947,0.7170222028733131,0.0,0.0,0.2829777971266869
2019-03-05,1.0552916666666667,0.7105263157894737,0.0,0.0,0.28947368421052627
2019-03-06,1.0552916666666667,0.7105263157894737,0.0,0.0,0.28947368421052627
2019-03-07,1.0589337431693988,0.7080825451418744,0.0,0.0,0.29191745485812554
2019-03-08,1.0525601092896175,0.7123702422145328,0.0,0.0,0.2876297577854672
2019-03-11,1.062575819672131,0.705655526992288,0.0,0.0,0.2943444730077121
2019-03-12,1.0744125683060108,0.6978813559322034,0.0,0.0,0.30211864406779665
2019-03-13,1.0643968579234973,0.7044482463644139,0.0,0.0,0.29555175363558606
2019-03-14,1.0552916666666667,0.7105263157894737,0.0,0.0,0.2894736842105264
2019-03-15,1.0539258879781421,0.7114470842332613,0.0,0.0,0.2885529157667387
2019-03-18,1.058023224043716,0.7086919104991394,0.0,0.0,0.2913080895008606
2019-03-19,1.0612100409836067,0.7065637065637065,0.0,0.0,0.2934362934362935
2019-03-20,1.058933743169399,0.7080825451418744,0.0,0.0,0.29191745485812565
2019-03-21,1.0621205601092898,0.7059579939991427,0.0,0.0,0.29404200600085734
2019-03-22,1.0666731557377052,0.702944942381562,0.0,0.0,0.297055057618438
2019-03-25,1.0766888661202187,0.6964059196617336,0.0,0.0,0.30359408033826646
2019-03-26,1.0593890027322406,0.7077782552642886,0.0,0.0,0.29222174473571133
2019-03-27,1.0566574453551913,0.7096079276174062,0.0,0.0,0.2903920723825938
2019-03-28,1.0552916666666667,0.7105263157894737,0.0,0.0,0.2894736842105264
2019-03-29,1.067583674863388,0.7023454157782516,0.0,0.0,0.29765458422174845
2019-04-01,1.0780546448087431,0.6955236486486487,0.0,0.0,0.30447635135135137
2019-04-02,1.0844282786885244,0.6914357682619647,0.0,0.0,0.3085642317380353
2019-04-03,1.0862493169398904,0.690276613579212,0.0,0.0,0.30972338642078795
2019-04-04,1.0762336065573765,0.6967005076142132,0.0,0.0,0.30329949238578685
2019-04-08,1.0730467896174858,0.6987696224013575,0.0,0.0,0.3012303775986424
2019-04-09,1.0744125683060104,0.6978813559322032,0.0,0.0,0.3021186440677967
2019-04-10,1.0694047131147535,0.7011494252873562,0.0,0.0,0.29885057471264376
2019-04-11,1.0662178961748627,0.7032450896669512,0.0,0.0,0.2967549103330488
2019-04-12,1.0653073770491797,0.7038461538461538,0.0,0.0,0.29615384615384627
2019-04-15,1.063941598360655,0.7047496790757379,0.0,0.0,0.29525032092426207
2019-04-16,1.0675836748633873,0.7023454157782514,0.0,0.0,0.29765458422174856
2019-04-17,1.0680389344262289,0.7020460358056264,0.0,0.0,0.29795396419437353
2019-04-18,1.0666731557377043,0.7029449423815619,0.0,0.0,0.29705505761843803
2019-04-19,1.0657626366120212,0.7035454933788978,0.0,0.0,0.29645450662110223
2019-04-22,1.060299521857923,0.7071704594246456,0.0,0.0,0.2928295405753544
2019-04-23,1.052560109289617,0.7123702422145327,0.0,0.0,0.2876297577854673
2019-04-24,1.054381147540983,0.7111398963730569,0.0,0.0,0.28886010362694314
2019-04-25,1.0416338797814202,0.7198426573426573,0.0,0.0,0.28015734265734277
2019-04-26,1.0352602459016387,0.7242744063324538,0.0,0.0,0.2757255936675463
2019-04-29,1.0279760928961743,0.7294065544729847,0.0,0.0,0.27059344552701525
2019-04-30,1.0316181693989066,0.7268314210061781,0.0,0.0,0.2731685789938219
2019-05-06,1.009765710382513,0.7425608656447248,0.0,0.0,0.2574391343552752
2019-05-07,1.013863046448087,0.7395599461158509,0.0,0.0,0.2604400538841492
2019-05-08,1.01477356557377,0.7388963660834453,0.0,0.0,0.2611036339165546
2019-05-09,1.0152288251366113,0.7385650224215246,0.0,0.0,0.26143497757847545
2019-05-10,1.0256997950819666,0.7310252996005325,0.0,0.0,0.26897470039946747
2019-05-13,1.0206919398907097,0.7346119536128455,0.0,0.0,0.26538804638715446
2019-05-14,1.0325286885245895,0.726190476190476,0.0,0.0,0.27380952380952395
2019-05-15,1.032073428961748,0.7265108072342301,0.0,0.0,0.2734891927657699
2019-05-16,1.0407233606557371,0.7204724409448817,0.0,0.0,0.2795275590551182
2019-05-17,1.0288866120218574,0.7287610619469025,0.0,0.0,0.2712389380530975
2019-05-20,1.0338944672131143,0.7252311756935269,0.0,0.0,0.2747688243064731
2019-05-21,1.035260245901639,0.7242744063324537,0.0,0.0,0.27572559366754634
2019-05-22,1.0297971311475407,0.7281167108753314,0.0,0.0,0.27188328912466864
2019-05-23,1.0307076502732235,0.7274734982332154,0.0,0.0,0.27252650176678467
2019-05-24,1.0197814207650269,0.735267857142857,0.0,0.0,0.264732142857143
2019-05-27,1.0279760928961745,0.7294065544729847,0.0,0.0,0.27059344552701525
2019-05-28,1.0256997950819668,0.7310252996005324,0.0,0.0,0.2689747003994676
2019-05-29,1.0297971311475407,0.7281167108753314,0.0,0.0,0.27188328912466864
2019-05-30,1.0279760928961745,0.7294065544729846,0.0,0.0,0.2705934455270153
2019-05-31,1.0256997950819668,0.7310252996005324,0.0,0.0,0.26897470039946764
2019-06-03,1.02069193989071,0.7346119536128454,0.0,0.0,0.26538804638715463
2019-06-04,1.0161393442622946,0.7379032258064513,0.0,0.0,0.26209677419354865
2019-06-05,1.0161393442622946,0.7379032258064513,0.0,0.0,0.26209677419354865
2019-06-06,1.0102209699453546,0.7422262280306442,0.0,0.0,0.25777377196935586
2019-06-10,1.0124972677595623,0.7405575539568343,0.0,0.0,0.25944244604316574
2019-06-11,1.0216024590163928,0.7339572192513366,0.0,0.0,0.2660427807486634
2019-06-12,1.0184156420765023,0.7362539114886005,0.0,0.0,0.26374608851139947
2019-06-13,1.0193261612021853,0.7355962483251449,0.0,0.0,0.2644037516748551
2019-06-14,1.0165946038251361,0.7375727720555304,0.0,0.0,0.2624272279444696
2019-06-17,1.01477356557377,0.7388963660834452,0.0,0.0,0.2611036339165548
2019-06-18,1.0161393442622946,0.7379032258064513,0.0,0.0,0.2620967741935487
2019-06-19,1.0188709016393438,0.7359249329758709,0.0,0.0,0.2640750670241291
2019-06-20,1.0229682377049174,0.7329773030707606,0.0,0.0,0.2670226969292394
2019-06-21,1.0261550546448082,0.7307009760425905,0.0,0.0,0.26929902395740946
2019-06-24,1.0275208333333328,0.7297297297297294,0.0,0.0,0.2702702702702706
2019-06-25,1.0256997950819666,0.7310252996005322,0.0,0.0,0.26897470039946775
2019-06-26,1.0288866120218572,0.7287610619469023,0.0,0.0,0.2712389380530978
2019-06-27,1.0266103142076495,0.7303769401330373,0.0,0.0,0.2696230598669627
2019-06-28,1.022057718579234,0.7336302895322935,0.0,0.0,0.26636971046770647
2019-07-01,1.0270655737704908,0.7300531914893613,0.0,0.0,0.26994680851063874
2019-07-02,1.0270655737704908,0.7300531914893613,0.0,0.0,0.26994680851063874
2019-07-03,1.0279760928961739,0.7294065544729845,0.0,0.0,0.2705934455270155
2019-07-04,1.0329839480874308,0.7258704275011014,0.0,0.0,0.2741295724988986
2019-07-05,1.0329839480874308,0.7258704275011014,0.0,0.0,0.2741295724988986
2019-07-08,1.0225129781420756,0.7333036509349952,0.0,0.0,0.26669634906500483
2019-07-09,1.0234234972677585,0.732651245551601,0.0,0.0,0.267348754448399
2019-07-10,1.024789275956283,0.731674811195024,0.0,0.0,0.26832518880497597
2019-07-11,1.0234234972677585,0.732651245551601,0.0,0.0,0.26734875444839895
2019-07-12,1.022968237704917,0.7329773030707607,0.0,0.0,0.26702269692923936
2019-07-15,1.0279760928961739,0.7294065544729846,0.0,0.0,0.2705934455270154
2019-07-16,1.0270655737704908,0.7300531914893613,0.0,0.0,0.2699468085106387
2019-07-17,1.0261550546448077,0.7307009760425905,0.0,0.0,0.26929902395740946
2019-07-18,1.0202366803278677,0.7349397590361442,0.0,0.0,0.26506024096385583
2019-07-19,1.0211471994535508,0.7342844404814977,0.0,0.0,0.2657155595185024
2019-07-22,1.016139344262294,0.7379032258064513,0.0,0.0,0.26209677419354876
2019-07-23,1.0206919398907093,0.7346119536128453,0.0,0.0,0.26538804638715474
2019-07-24,1.0238787568306,0.7323254779902175,0.0,0.0,0.26767452200978253
2019-07-25,1.0243340163934416,0.7319999999999995,0.0,0.0,0.26800000000000046
2019-07-26,1.0266103142076493,0.7303769401330373,0.0,0.0,0.2696230598669627
2019-07-29,1.0279760928961739,0.7294065544729844,0.0,0.0,0.27059344552701553
2019-07-30,1.0270655737704908,0.7300531914893612,0.0,0.0,0.2699468085106388
2019-07-31,1.0279760928961739,0.7294065544729844,0.0,0.0,0.27059344552701553
2019-08-01,1.0256997950819662,0.7310252996005322,0.0,0.0,0.26897470039946786
2019-08-02,1.0234234972677585,0.732651245551601,0.0,0.0,0.26734875444839906
2019-08-05,1.0216024590163924,0.7339572192513364,0.0,0.0,0.2660427807486636
2019-08-06,1.0184156420765018,0.7362539114886003,0.0,0.0,0.2637460885113997
2019-08-07,1.0147735655737695,0.7388963660834451,0.0,0.0,0.26110363391655494
2019-08-08,1.0156840846994526,0.7382339757956069,0.0,0.0,0.2617660242043931
2019-08-09,1.0102209699453544,0.742226228030644,0.0,0.0,0.25777377196935597
2019-08-12,1.0129525273224036,0.7402247191011232,0.0,0.0,0.2597752808988768
2019-08-13,1.0147735655737697,0.7388963660834451,0.0,0.0,0.26110363391655494
2019-08-14,1.0143183060109282,0.7392280071813282,0.0,0.0,0.26077199281867186
2019-08-15,1.012497267759562,0.7405575539568341,0.0,0.0,0.2594424460431659
2019-08-16,1.0152288251366113,0.7385650224215242,0.0,0.0,0.2614349775784758
2019-08-19,1.0229682377049172,0.7329773030707606,0.0,0.0,0.2670226969292394
2019-08-20,1.0247892759562833,0.731674811195024,0.0,0.0,0.26832518880497597
2019-08-21,1.0247892759562833,0.731674811195024,0.0,0.0,0.26832518880497597
2019-08-22,1.027065573770491,0.7300531914893613,0.0,0.0,0.2699468085106387
2019-08-23,1.0252445355191249,0.7313499111900529,0.0,0.0,0.2686500888099471
2019-08-26,1.0247892759562833,0.731674811195024,0.0,0.0,0.26832518880497597
2019-08-27,1.027976092896174,0.7294065544729845,0.0,0.0,0.2705934455270155
2019-08-28,1.027065573770491,0.7300531914893613,0.0,0.0,0.26994680851063874
2019-08-29,1.0316181693989062,0.7268314210061779,0.0,0.0,0.27316857899382213
2019-08-30,1.0407233606557367,0.7204724409448815,0.0,0.0,0.27952755905511856
2019-09-02,1.0493732923497259,0.7145336225596526,0.0,0.0,0.2854663774403475
2019-09-03,1.0480075136612013,0.7154648132059076,0.0,0.0,0.28453518679409245
2019-09-04,1.0475522540983597,0.7157757496740544,0.0,0.0,0.2842242503259456
2019-09-05,1.0448206967213105,0.7176470588235291,0.0,0.0,0.282352941176471
2019-09-06,1.047096994535518,0.7160869565217387,0.0,0.0,0.28391304347826124
2019-09-09,1.0498285519125672,0.7142237640936684,0.0,0.0,0.28577623590633167
2019-09-10,1.0466417349726764,0.716398434101783,0.0,0.0,0.283601565898217
2019-09-11,1.0439101775956274,0.7182730047972086,0.0,0.0,0.2817269952027915
2019-09-12,1.044365437158469,0.7179598953792499,0.0,0.0,0.28204010462075013
2019-09-16,1.0429996584699444,0.7189000436490611,0.0,0.0,0.2810999563509388
2019-09-17,1.0348049863387967,0.7245930488341396,0.0,0.0,0.27540695116586045
2019-09-18,1.032528688524589,0.7261904761904758,0.0,0.0,0.2738095238095242
2019-09-19,1.0348049863387967,0.7245930488341394,0.0,0.0,0.2754069511658605
2019-09-20,1.031618169398906,0.7268314210061779,0.0,0.0,0.27316857899382213
2019-09-23,1.0329839480874305,0.7258704275011014,0.0,0.0,0.2741295724988986
2019-09-24,1.031618169398906,0.7268314210061779,0.0,0.0,0.27316857899382213
2019-09-25,1.024789275956283,0.731674811195024,0.0,0.0,0.26832518880497597
2019-09-26,1.0197814207650262,0.7352678571428568,0.0,0.0,0.26473214285714325
2019-09-27,1.0206919398907093,0.7346119536128453,0.0,0.0,0.26538804638715474
2019-09-30,1.016139344262294,0.7379032258064513,0.0,0.0,0.26209677419354876
2019-10-08,1.0165946038251354,0.7375727720555303,0.0,0.0,0.26242722794446977
2019-10-09,1.0175051229508183,0.736912751677852,0.0,0.0,0.2630872483221481
