date,nav,cash_weight,turnover,w_600111,w_000831,w_600392
2019-02-12,1.0189429542879413,0.6540547158600944,0.0,0.17278952091158822,0.17315576322831733,0.0
2019-02-13,1.0270384226274731,0.648899232746794,0.0,0.1759218896167099,0.1751788776364962,0.0
2019-02-14,1.0247415562600264,0.6503536822267172,0.0,0.17567271297614812,0.1739736047971347,0.0
2019-02-15,1.0221795214499705,0.6519837567270842,0.0,0.17460778709181793,0.17340845618109788,0.0
2019-02-18,1.0325567345349673,0.6454313086675975,0.0,0.17774905763108295,0.17681963370131962,0.0
2019-02-19,1.030229624923557,0.6468892257819661,0.0,0.17708379201815022,0.17602698219988377,0.0
2019-02-20,1.0340348730836866,0.6445086735392032,0.0,0.17813267428293267,0.17735865217786415,0.0
2019-02-21,1.030858792409585,0.6464944077225767,0.0,0.17718893562581162,0.1763166566516117,0.0
2019-02-22,1.0359223755417695,0.6433343464522678,0.0,0.17844465216568503,0.17822100138204708,0.0
2019-02-25,1.071730376394625,0.6218396521393843,0.0,0.1917612383741174,0.18639910948649835,0.0
2019-02-26,1.0973345227573468,0.6073302449009123,0.0,0.20651632008339058,0.1861534350156972,0.0
2019-02-27,1.0847743955276945,0.6143622555916334,0.0,0.2024234476701984,0.18321429673816822,0.0
2019-02-28,1.0771568784543726,0.6187069476831781,0.0,0.19773319007420825,0.18355986224261356,0.0
2019-03-01,1.0799992033290193,0.6170786444936054,0.0,0.19965506274677663,0.18326629275961795,0.0
2019-03-04,1.0853128332818314,0.6140574625190895,0.0,0.20131039503429246,0.184632142446618,0.0
2019-03-05,1.0952655608354824,0.6084774946599004,0.0,0.2038961525641354,0.1876263527759642,0.0
2019-03-06,1.113670735019021,0.5984214395586706,0.0,0.2056580277111261,0.19592053273020338,0.0
2019-03-07,1.1347589169884695,0.5873004692601302,0.0,0.2097778391189712,0.20292169162089857,0.0
2019-03-08,1.0966842930121306,0.6076903341197699,0.0,0.19802046507596716,0.19428920080426287,0.0
2019-03-11,1.1213508988119816,0.5943228343157451,0.0,0.20032913478584805,0.20534803089840686,0.0
2019-03-12,1.1329794261159705,0.5882229006833073,0.0,0.20040707665100801,0.21137002266568464,0.0
2019-03-13,1.1500355355955627,0.5794990013933066,0.0,0.20087514857004118,0.2196258500366523,0.0
2019-03-14,1.1589589127385969,0.5750371623353325,0.0,0.19572504997693368,0.22923778768773384,0.0
2019-03-15,1.1736868324909229,0.5678213523364198,0.0,0.20076005597118796,0.23141859169239218,0.0
2019-03-18,1.1876727126502857,0.5611347615769309,0.0,0.20172720650358,0.23713803191948915,0.0
2019-03-19,1.1870889100302033,0.5614107240101234,0.0,0.2021967383308228,0.2363925376590538,0.0
2019-03-20,1.168342959294147,0.5704185052367468,0.0,0.19885631927283687,0.23072517549041632,0.0
2019-03-21,1.1718527957677038,0.5687100349560917,0.0,0.198635859834598,0.2326541052093103,0.0
2019-03-22,1.1710340679489761,0.5691076482614191,0.0,0.19877473598576612,0.23211761575281473,0.0
2019-03-25,1.1465953665947075,0.5812376919189278,0.0,0.19419319983966818,0.22456910824140397,0.0
2019-03-26,1.1446554785176162,0.5822227359690115,0.0,0.19068178654921786,0.22709547748177056,0.0
2019-03-27,1.1389243837865215,0.5851524946974549,0.0,0.19164130185836833,0.22320620344417672,0.0
2019-03-28,1.1373101506399665,0.5859830267666521,0.0,0.18959411255213912,0.2244228606812087,0.0
2019-03-29,1.1542442070278487,0.5773859988957823,0.0,0.19385849171368946,0.22875550939052813,0.0
2019-04-01,1.1674637449874923,0.5708480861232952,0.0,0.19825297977830794,0.23089893409839682,0.0
2019-04-02,1.1859294056589578,0.5619596253068176,0.0,0.20072634373591136,0.23731403095727102,0.0
2019-04-03,1.177704863474653,0.5658840895656947,0.0,0.19914192729769,0.2349739831366153,0.0
2019-04-04,1.1762791105449424,0.5665699904639953,0.0,0.20199939303811962,0.23143061649788513,0.0
2019-04-08,1.1816310846106368,0.5640038190634153,0.0,0.20145650924989403,0.2345396716866906,0.0
2019-04-09,1.1617628935003612,0.5736492774669926,0.0,0.19960421758828398,0.22674650494472345,0.0
2019-04-10,1.1523021587190458,0.5783591043388274,0.0,0.20067077103049022,0.2209701246306823,0.0
2019-04-11,1.1462686315483155,0.5814033692470926,0.0,0.19789191196009215,0.2207047187928153,0.0
2019-04-12,1.1426831869648497,0.5832276627913187,0.0,0.197166343786643,0.21960599342203838,0.0
2019-04-15,1.1326618720543526,0.5883878153642521,0.0,0.19638801752922924,0.2152241671065186,0.0
2019-04-16,1.1490121258221526,0.5800151534237149,0.0,0.20105406538533124,0.21893078119095388,0.0
2019-04-17,1.1459267748799415,0.5815768154245876,0.0,0.20140358053951743,0.217019604035895,0.0
2019-04-18,1.1378313065404098,0.5857146315219409,0.0,0.19877980073749238,0.21550556774056673,0.0
2019-04-19,1.1425006473852124,0.5833208462242054,0.0,0.20008366757030788,0.21659548620548663,0.0
2019-04-22,1.1391733504912929,0.5850246094301857,0.0,0.19738792066196564,0.21758746990784858,0.0
2019-04-23,1.1490726123100796,0.5799846217765421,0.0,0.20180863323689038,0.21820674498656759,0.0
2019-04-24,1.145827944279132,0.5816269779174577,0.0,0.2027637584626493,0.215609263619893,0.0
2019-04-25,1.1408772332538826,0.584150884090908,0.0,0.20576291035919841,0.21008620554989357,0.0
2019-04-26,1.114877764487923,0.5977735547991224,0.0,0.1971548663585496,0.205071578842328,0.0
2019-04-29,1.085217243028589,0.6141115511439471,0.0,0.18633991657402085,0.199548532282032,0.0
2019-04-30,1.093351055481003,0.6095429652750028,0.0,0.18696403618263602,0.2034929985423612,0.0
2019-05-06,1.0594829427052386,0.6290280075135272,0.0,0.17758838206846275,0.19338361041801005,0.0
2019-05-07,1.0668887570708154,0.6246616060274117,0.0,0.17965201862002073,0.19568637535256755,0.0
2019-05-08,1.0681773352868342,0.6239080557400953,0.0,0.1802583960515578,0.1958335482083469,0.0
2019-05-09,1.0775543610893217,0.6184787222899105,0.0,0.18093358399444276,0.2005876937156467,0.0
2019-05-10,1.1014324823144086,0.6050706286090854,0.0,0.18419531339254144,0.2107340579983731,0.0
2019-05-13,1.0958385622970057,0.6081593287313225,0.0,0.18152512945311566,0.21031554181556178,0.0
2019-05-14,1.1050109061448115,0.6031111916981454,0.0,0.1822064154338723,0.2146823928679823,0.0
2019-05-15,1.1114467764718428,0.5996188558484054,0.0,0.18233792384308362,0.21804322030851103,0.0
2019-05-16,1.1586332578080603,0.5751987869787596,0.0,0.1942623871590533,0.23053882586218713,0.0
2019-05-17,1.1552303528042318,0.5768931216416732,0.0,0.19064871632089586,0.23245816203743094,0.0
2019-05-20,1.1911533859957346,0.559495067788718,0.0,0.19615542779004194,0.24434950442123995,0.0
2019-05-21,1.2463294843176111,0.534725730900393,0.0,0.20792929971357624,0.25734496938603074,0.0
2019-05-22,1.2477168931344396,0.5341311383307817,0.0,0.2071695971889839,0.25869926448023434,0.0
2019-05-23,1.2663569925166234,0.5262690129108252,0.0,0.2089801753115545,0.26475081177762033,0.0
2019-05-24,1.2112786446797004,0.550199120055215,0.0,0.20106221141859434,0.24873866852619067,0.0
2019-05-27,1.2339891606646227,0.5400731754284613,0.0,0.2044868091661852,0.2554400154053535,0.0
2019-05-28,1.2370442683628704,0.5387393656707458,0.0,0.2038041070001139,0.25745652732914037,0.0
2019-05-29,1.2931228034823026,0.5153759895423307,0.0,0.21332350490620877,0.2713005055514605,0.0
2019-05-30,1.2630064731318034,0.527665105937186,0.0,0.20866440040194123,0.26367049366087286,0.0
2019-05-31,1.264371615000225,0.6219589419435666,0.09491358446513495,0.2113743913897667,0.16666666666666666,0.0
2019-06-03,1.244737997277354,0.6317692828604113,0.0,0.20941137793798387,0.15881933920160482,0.0
2019-06-04,1.2282866869748186,0.6402310146549202,0.0,0.20434305965635965,0.15542592568872013,0.0
2019-06-05,1.2326939959595777,0.6379419665112133,0.0,0.20486052465539667,0.15719750883339006,0.0
2019-06-06,1.2455614254665013,0.6313516265121106,0.0,0.2090964854421009,0.1595518880457885,0.0
2019-06-10,1.2417577619565712,0.633285537631712,0.0,0.20814403578294094,0.158570426585347,0.0
2019-06-11,1.2832478764885522,0.6128100784712531,0.0,0.21819882438288524,0.16899109714586164,0.0
2019-06-12,1.310085962444093,0.6002562079376352,0.0,0.2239623444767497,0.17578144758561504,0.0
2019-06-13,1.3090923982923792,0.6007117854437215,0.0,0.2185919759490035,0.18069623860727496,0.0
2019-06-14,1.2962659887970036,0.606655762540544,0.0,0.21448154623789134,0.17886269122156467,0.0
2019-06-17,1.3034821117280646,0.6032972948485513,0.0,0.21632918467647458,0.18037352047497404,0.0
2019-06-18,1.284285031475643,0.6123151890865379,0.0,0.21151958345680444,0.1761652274566577,0.0
2019-06-19,1.2785106648651365,0.6150806977992401,0.0,0.20989632824929813,0.1750229739514617,0.0
2019-06-20,1.2658587047024297,0.6212282847743879,0.0,0.20869534777407334,0.17007636745153878,0.0
2019-06-21,1.2667378355597032,0.6207971450868968,0.0,0.20924452244759098,0.1699583324655122,0.0
2019-06-24,1.2758763002515032,0.6163506851988744,0.0,0.21153553297430788,0.17211378182681777,0.0
2019-06-25,1.25175030556259,0.6282301097866182,0.0,0.20613129109150014,0.16563859912188164,0.0
2019-06-26,1.2417137139868362,0.6333080025057657,0.0,0.20496542827375128,0.16172656922048306,0.0
2019-06-27,1.2435950357360273,0.6323499284665381,0.0,0.20553901343053516,0.16211105810292667,0.0
2019-06-28,1.25688000668672,0.6256661158625842,0.0,0.20843755495653046,0.16589632918088532,0.0
2019-07-01,1.2456477788596998,0.6313078586379366,0.0,0.20590606105713322,0.1627860803049302,0.0
2019-07-02,1.2397987135543864,0.634286213795561,0.0,0.20510474618687272,0.16060904001756626,0.0
2019-07-03,1.2248595448971102,0.6420223732306194,0.0,0.2022232835338182,0.15575434323556248,0.0
2019-07-04,1.227866117572863,0.6404503069467213,0.0,0.202265103357288,0.15728458969599068,0.0
2019-07-05,1.2262529398778275,0.6412928412366272,0.0,0.20217272773743583,0.1565344310259369,0.0
2019-07-08,1.2054616779570506,0.6523535723024761,0.0,0.19490268824185375,0.1527437394556701,0.0
2019-07-09,1.2086059933240256,0.650656406002274,0.0,0.195486717091707,0.15385687690601893,0.0
2019-07-10,1.1956712064505846,0.6576952155797516,0.0,0.1924546653376908,0.14985011908255758,0.0
2019-07-11,1.192877075160861,0.6592357655821104,0.0,0.19198423130806289,0.1487800031098267,0.0
2019-07-12,1.1894309370564715,0.6611457692828473,0.0,0.19161656860229742,0.14723766211485526,0.0
2019-07-15,1.2013708743662843,0.6545749099368113,0.0,0.1952004673839207,0.15022462267926798,0.0
2019-07-16,1.20448885237829,0.652880456582292,0.0,0.19706727131196297,0.150052272105745,0.0
2019-07-17,1.205312280567437,0.6524344309499638,0.0,0.19675029664337737,0.15081527240665885,0.0
2019-07-18,1.2148009293364885,0.6473383522340036,0.0,0.19937468381025972,0.15328696395573668,0.0
2019-07-19,1.2096932521972263,0.650071603243768,0.0,0.1985813397848408,0.1513470569713912,0.0
2019-07-22,1.173895464252656,0.6698954513719508,0.0,0.18947181726425455,0.14063273136379456,0.0
